Run,Alias,AssayType,AvgSpotLen,Bases,BioProject,BioSample,Bytes,CenterName,Collection_Date,Consent,DATASTOREfiletype,DATASTOREprovider,DATASTOREregion,ENA_checklist,ENA-FIRST-PUBLICrun,ENA-LAST-UPDATErun,environment_biome,environment_feature,environment_material,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_country_and/or_sea,geographic_location_country_sea_region,geographic_location_latitude,geographic_location_longitude,human_gut_environmental_package,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,LibraryName,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,SampleName,Sample_Name,Sequencing_method,SRA_accession,SRAStudy,Title,INSDC_center_alias,Individual
ERR589589,SZAXPI012247-129,WGS,190,5577632599,PRJEB6997,SAMEA2737730,4595565942,BGI,2012,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547584,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:43:55Z,public,Illumina HiSeq 2000,metagenome,SZAXPI012247-129,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737730,ERS537260,Illumina,ERS537260,ERP006678,Stool sample from China,BGI,
ERR589590,SZAXPI012248-123,WGS,190,6828723901,PRJEB6997,SAMEA2737731,5644226894,BGI,2012,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547585,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:42:25Z,public,Illumina HiSeq 2000,metagenome,SZAXPI012248-123,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737731,ERS537261,Illumina,ERS537261,ERP006678,Stool sample from China,BGI,
ERR589592,SZAXPI012250-111,WGS,195,6508310750,PRJEB6997,SAMEA2737733,5096537503,BGI,2012,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547587,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:42:25Z,public,Illumina HiSeq 2000,metagenome,SZAXPI012250-111,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737733,ERS537263,Illumina,ERS537263,ERP006678,Stool sample from China,BGI,
ERR589593,SZAXPI012251-109,WGS,193,6834725650,PRJEB6997,SAMEA2737734,5434191148,BGI,2012,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547588,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:43:55Z,public,Illumina HiSeq 2000,metagenome,SZAXPI012251-109,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737734,ERS537264,Illumina,ERS537264,ERP006678,Stool sample from China,BGI,
ERR589596,SZAXPI018092-13,WGS,195,7344897803,PRJEB6997,SAMEA2737953,5897074545,BGI,2121,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547591,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:40:12Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018092-13,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737953,ERS537483,Illumina,ERS537483,ERP006678,oral sample from China,BGI,
ERR589597,SZAXPI018093-14,WGS,192,6862777374,PRJEB6997,SAMEA2737954,5651469548,BGI,2128,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547592,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:44:18Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018093-14,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737954,ERS537484,Illumina,ERS537484,ERP006678,oral sample from China,BGI,
ERR589598,SZAXPI018094-15,WGS,183,6752414942,PRJEB6997,SAMEA2737955,5776295094,BGI,2129,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547593,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:49:40Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018094-15,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737955,ERS537485,Illumina,ERS537485,ERP006678,oral sample from China,BGI,
ERR589600,SZAXPI018096-17,WGS,187,6861187643,PRJEB6997,SAMEA2737957,5782980575,BGI,2035,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547595,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:49:40Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018096-17,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737957,ERS537487,Illumina,ERS537487,ERP006678,oral sample from China,BGI,
ERR589601,SZAXPI018097-18,WGS,192,7779919762,PRJEB6997,SAMEA2737958,6358914335,BGI,2034,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547596,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:04:39Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018097-18,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737958,ERS537488,Illumina,ERS537488,ERP006678,oral sample from China,BGI,
ERR589603,SZAXPI018099-20,WGS,190,6870404297,PRJEB6997,SAMEA2737960,5713636502,BGI,2131,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547598,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:44:18Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018099-20,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737960,ERS537490,Illumina,ERS537490,ERP006678,oral sample from China,BGI,
ERR589604,SZAXPI018100-21,WGS,190,6258562561,PRJEB6997,SAMEA2737961,5225118570,BGI,2032,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547599,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:44:52Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018100-21,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737961,ERS537491,Illumina,ERS537491,ERP006678,oral sample from China,BGI,
ERR589606,SZAXPI018102-23,WGS,188,8360244272,PRJEB6997,SAMEA2737963,6851884288,BGI,2123,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547601,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:04:52Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018102-23,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737963,ERS537493,Illumina,ERS537493,ERP006678,oral sample from China,BGI,
ERR589608,SZAXPI018171-25_1,WGS,188,7217630565,PRJEB6997,SAMEA2737965,6005250812,BGI,2029,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547603,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:50:50Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018171-25_1,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737965,ERS537495,Illumina,ERS537495,ERP006678,oral sample from China,BGI,
ERR589610,SZAXPI018173-27,WGS,189,5621452223,PRJEB6997,SAMEA2737967,4624125317,BGI,2027,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547605,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:43:55Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018173-27,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737967,ERS537497,Illumina,ERS537497,ERP006678,oral sample from China,BGI,
ERR589612,SZAXPI018175-31,WGS,195,5589061515,PRJEB6997,SAMEA2737969,4297835958,BGI,2026,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547607,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:50:50Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018175-31,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737969,ERS537499,Illumina,ERS537499,ERP006678,oral sample from China,BGI,
ERR589613,SZAXPI018176-32,WGS,195,5680714505,PRJEB6997,SAMEA2737970,4357357886,BGI,2122,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547608,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:50:50Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018176-32,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737970,ERS537500,Illumina,ERS537500,ERP006678,oral sample from China,BGI,
ERR589618,SZAXPI018181-37,WGS,191,7442085256,PRJEB6997,SAMEA2737975,5904622976,BGI,2015,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547613,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:43:55Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018181-37,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737975,ERS537505,Illumina,ERS537505,ERP006678,oral sample from China,BGI,
ERR589620,SZAXPI018183-40,WGS,192,5892057572,PRJEB6997,SAMEA2737977,4664294107,BGI,2073,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547615,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:43:55Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018183-40,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737977,ERS537507,Illumina,ERS537507,ERP006678,oral sample from China,BGI,
ERR589623,SZAXPI018186-44,WGS,191,6066415616,PRJEB6997,SAMEA2737980,4835546224,BGI,2068,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547618,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:50:50Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018186-44,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737980,ERS537510,Illumina,ERS537510,ERP006678,oral sample from China,BGI,
ERR589626,SZAXPI018189-47,WGS,192,7743090251,PRJEB6997,SAMEA2737983,6324735879,BGI,2101,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547621,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:44:18Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018189-47,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737983,ERS537513,Illumina,ERS537513,ERP006678,oral sample from China,BGI,
ERR589627,SZAXPI018190-56,WGS,185,6726585726,PRJEB6997,SAMEA2737984,5751894197,BGI,2036,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547622,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:04:52Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018190-56,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737984,ERS537514,Illumina,ERS537514,ERP006678,oral sample from China,BGI,
ERR589630,SZAXPI018272-74,WGS,193,5872023646,PRJEB6997,SAMEA2737987,4678672526,BGI,2022,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547625,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:51:40Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018272-74,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737987,ERS537517,Illumina,ERS537517,ERP006678,oral sample from China,BGI,
ERR589631,SZAXPI018273-75,WGS,194,7346093799,PRJEB6997,SAMEA2737988,5770162304,BGI,2071,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547626,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:51:40Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018273-75,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737988,ERS537518,Illumina,ERS537518,ERP006678,oral sample from China,BGI,
ERR589633,SZAXPI018275-88,WGS,193,5469483212,PRJEB6997,SAMEA2737990,4316224433,BGI,2127,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547628,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:04:52Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018275-88,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737990,ERS537520,Illumina,ERS537520,ERP006678,oral sample from China,BGI,
ERR589639,SZAXPI018281-102,WGS,193,5925149671,PRJEB6997,SAMEA2737996,4822709455,BGI,2114,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547634,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:04:39Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018281-102,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737996,ERS537526,Illumina,ERS537526,ERP006678,oral sample from China,BGI,
ERR589641,SZAXPI018283-109,WGS,192,7474626625,PRJEB6997,SAMEA2737998,6188852721,BGI,2113,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547636,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:44:18Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018283-109,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737998,ERS537528,Illumina,ERS537528,ERP006678,oral sample from China,BGI,
ERR589642,SZAXPI018284-111,WGS,191,6022138196,PRJEB6997,SAMEA2737999,5003462504,BGI,2061,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547637,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:44:18Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018284-111,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737999,ERS537529,Illumina,ERS537529,ERP006678,oral sample from China,BGI,
ERR589644,SZAXPI018286-123,WGS,194,7271013332,PRJEB6997,SAMEA2738001,5749423882,BGI,2060,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547639,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:44:18Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018286-123,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738001,ERS537531,Illumina,ERS537531,ERP006678,oral sample from China,BGI,
ERR589645,SZAXPI018287-129,WGS,194,5820628546,PRJEB6997,SAMEA2738002,4569507485,BGI,2126,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547640,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:51:40Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018287-129,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738002,ERS537532,Illumina,ERS537532,ERP006678,oral sample from China,BGI,
ERR589646,SZAXPI018288-133,WGS,195,7742857069,PRJEB6997,SAMEA2738003,6020479048,BGI,2058,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547641,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:04:52Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018288-133,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738003,ERS537533,Illumina,ERS537533,ERP006678,oral sample from China,BGI,
ERR589649,SZAXPI018291-142,WGS,193,5999101496,PRJEB6997,SAMEA2738006,4839087101,BGI,2055,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547644,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:04:52Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018291-142,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738006,ERS537536,Illumina,ERS537536,ERP006678,oral sample from China,BGI,
ERR589650,SZAXPI018292-158,WGS,194,7131951342,PRJEB6997,SAMEA2738007,5631302372,BGI,2108,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547645,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:04:52Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018292-158,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738007,ERS537537,Illumina,ERS537537,ERP006678,oral sample from China,BGI,
ERR589651,SZAXPI018302-84,WGS,187,6934558025,PRJEB6997,SAMEA2738008,5802029155,BGI,2069,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547646,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:44:52Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018302-84,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738008,ERS537538,Illumina,ERS537538,ERP006678,oral sample from China,BGI,
ERR589654,SZAXPI018311-13,WGS,196,3371353824,PRJEB6997,SAMEA2738011,2600781731,BGI,2052,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547649,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:44:52Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018311-13,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738011,ERS537541,Illumina,ERS537541,ERP006678,oral sample from China,BGI,
ERR589655,SZAXPI018312-14,WGS,192,7325881396,PRJEB6997,SAMEA2738012,5820222852,BGI,2104,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547650,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:04:52Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018312-14,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738012,ERS537542,Illumina,ERS537542,ERP006678,oral sample from China,BGI,
ERR589663,SZAXPI018320-22,WGS,189,6612891883,PRJEB6997,SAMEA2738020,5553683051,BGI,2044,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547658,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:05:03Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018320-22,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738020,ERS537550,Illumina,ERS537550,ERP006678,oral sample from China,BGI,
ERR589665,SZAXPI018322-24,WGS,187,5288132378,PRJEB6997,SAMEA2738022,4427624944,BGI,2042,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547660,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:44:18Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018322-24,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738022,ERS537552,Illumina,ERS537552,ERP006678,oral sample from China,BGI,
ERR589666,SZAXPI018323-25,WGS,182,6694508784,PRJEB6997,SAMEA2738023,5704704476,BGI,2019,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547661,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:05:03Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018323-25,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738023,ERS537553,Illumina,ERS537553,ERP006678,oral sample from China,BGI,
